Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(1313): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.47 ms
Iteration(1314): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 33.83 ms
Iteration(1315): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.91 ms
Iteration(1316): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(1317): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.51 ms
Iteration(1318): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.76 ms
Iteration(1319): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.31 ms
Iteration(1320): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.03 ms
Iteration(1321): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.72 ms
Iteration(1322): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.66 ms
Iteration(1323): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.67 ms
Iteration(1324): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.92 ms
Iteration(1325): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.44 ms
Iteration(1326): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.17 ms
Iteration(1327): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.94 ms
Iteration(1328): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.71 ms
Iteration(1329): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.26 ms
Iteration(1330): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.45 ms
Iteration(1331): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.31 ms
Iteration(1332): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.84 ms
Iteration(1333): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.54 ms
Iteration(1334): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.87 ms
Iteration(1335): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.47 ms
Iteration(1336): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.37 ms
Iteration(1337): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.48 ms
Iteration(1338): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.55 ms
Iteration(1339): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1340): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.83 ms
Iteration(1341): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.41 ms
Iteration(1342): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.45 ms
Iteration(1343): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.34 ms
Iteration(1344): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(1345): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.39 ms
Iteration(1346): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.01 ms
Iteration(1347): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.32 ms
Iteration(1348): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.23 ms
Iteration(1349): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.42 ms
Iteration(1350): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.19 ms
Iteration(1351): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.39 ms
Iteration(1352): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.23 ms
Iteration(1353): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.19 ms
Iteration(1354): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.88 ms
Iteration(1355): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.21 ms
Iteration(1356): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1357): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1358): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.93 ms
Iteration(1359): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.42 ms
Iteration(1360): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.49 ms
Iteration(1361): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.58 ms
Iteration(1362): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.74 ms
Iteration(1363): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1364): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.06 ms
Iteration(1365): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.61 ms
Iteration(1366): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.65 ms
Iteration(1367): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.31 ms
Iteration(1368): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.02 ms
Iteration(1369): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.50 ms
Iteration(1370): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.15 ms
Iteration(1371): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.78 ms
Iteration(1372): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.23 ms
Iteration(1373): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(1374): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.62 ms
Iteration(1375): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.33 ms
Iteration(1376): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.22 ms
Iteration(1377): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.87 ms
Iteration(1378): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.69 ms
Iteration(1379): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.94 ms
Iteration(1380): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1381): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.88 ms
Iteration(1382): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.42 ms
Iteration(1383): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.01 ms
Iteration(1384): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.50 ms
Iteration(1385): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.94 ms
Iteration(1386): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.71 ms
Iteration(1387): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.31 ms
Iteration(1388): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.09 ms
Iteration(1389): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.28 ms
Iteration(1390): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.75 ms
Iteration(1391): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.68 ms
Iteration(1392): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.87 ms
Iteration(1393): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.93 ms
Iteration(1394): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.18 ms
Iteration(1395): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.61 ms
Iteration(1396): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.49 ms
Iteration(1397): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(1398): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1399): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.29 ms
